,Cantidad de características,Caracteristicas modelo,Puntaje (Sales_rmspe)
0,31,"['Year', 'Store', 'Promo_fw', 'Assortment', 'StateHoliday', 'Close_bool_bw', 'Promo2SinceWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'PromoInterval', 'Promo2SinceYear', 'State', 'Month', 'StateHoliday_bool_fw', 'SchoolHoliday', 'SchoolHoliday_fw', 'CompetitionOpenSinceYear', 'Close_bool_fw', 'DayOfWeek', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.14579790830612183
1,38,"['Year', 'Store', 'Promo_fw', 'Assortment', 'StateHoliday', 'Close_bool_bw', 'Promo2SinceWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'PromoInterval', 'Promo2SinceYear', 'State', 'Month', 'StateHoliday_bool_fw', 'SchoolHoliday', 'SchoolHoliday_fw', 'CompetitionOpenSinceYear', 'Close_bool_fw', 'DayOfWeek', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.1453738808631897
2,39,"['Year', 'Store', 'Promo_fw', 'Assortment', 'StateHoliday', 'Close_bool_bw', 'Promo2SinceWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'PromoInterval', 'Promo2SinceYear', 'State', 'Month', 'StateHoliday_bool_fw', 'SchoolHoliday', 'SchoolHoliday_fw', 'CompetitionOpenSinceYear', 'Close_bool_fw', 'DayOfWeek', 'trend_DE', 'Precipitationmm', 'CloudCover', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend', 'AfterStateHoliday_bool', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Max_TemperatureC', 'BeforePromo', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'CompetitionDistance', 'AfterPromo', 'BeforeClose_bool', 'Min_TemperatureC']",0.1383260041475296
3,24,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.39385873079299927
4,31,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.391369491815567
5,32,"['Promo2SinceWeek', 'Close_bool_fw', 'State', 'StoreType', 'Week', 'DayOfWeek', 'StateHoliday_bool_bw', 'Promo_bw', 'SchoolHoliday_bw', 'Promo_fw', 'Events', 'StateHoliday', 'trend_DE', 'Precipitationmm', 'CloudCover', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend', 'AfterStateHoliday_bool', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Max_TemperatureC', 'BeforePromo', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'CompetitionDistance', 'AfterPromo', 'BeforeClose_bool', 'Min_TemperatureC']",0.4104812443256378
6,25,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'BeforePromo', 'Max_TemperatureC', 'Mean_TemperatureC', 'BeforeClose_bool', 'Mean_Humidity', 'Max_Wind_SpeedKm_h', 'Max_Humidity', 'AfterStateHoliday_bool', 'CloudCover', 'AfterPromo', 'CompetitionDistance', 'AfterSchoolHoliday']",0.46037888526916504
7,32,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'Min_TemperatureC', 'Precipitationmm', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'AfterSchoolHoliday', 'AfterClose_bool', 'CloudCover', 'AfterStateHoliday_bool', 'Max_Wind_SpeedKm_h', 'trend', 'Mean_Humidity', 'Mean_TemperatureC', 'BeforeSchoolHoliday', 'Max_Humidity', 'CompetitionDistance', 'AfterPromo', 'trend_DE', 'BeforeClose_bool', 'Max_TemperatureC']",0.4368310570716858
8,33,"['CompetitionOpenSinceYear', 'Promo_fw', 'Day', 'Year', 'StateHoliday_bool_fw', 'Week', 'Close_bool_fw', 'Promo2SinceYear', 'PromoInterval', 'Promo2Weeks', 'SchoolHoliday_fw', 'Events', 'Promo', 'trend_DE', 'Precipitationmm', 'CloudCover', 'AfterSchoolHoliday', 'BeforeSchoolHoliday', 'trend', 'AfterStateHoliday_bool', 'AfterClose_bool', 'Max_Wind_SpeedKm_h', 'Mean_Humidity', 'Max_TemperatureC', 'BeforePromo', 'Min_Humidity', 'Mean_Wind_SpeedKm_h', 'BeforeStateHoliday_bool', 'StateHoliday_bool', 'CompetitionDistance', 'AfterPromo', 'BeforeClose_bool', 'Min_TemperatureC']",0.5306153297424316
